movie_title,imdb_score,title_year,content_rating,main_genre,director_name,star_cast,genres,duration,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_count,decade,imdb_category,duration_category
Time Changer,5.6,2002,PG,Drama,Rich Christiano,Gavin MacLeod,"Drama, Fantasy, Sci-Fi",95.0,Drama,Fantasy,Sci-Fi,,,,,,3,2000,Average,Medium
Raising Victor Vargas,7.2,2002,R,Drama,Peter Sollett,Victor Rasuk,"Drama, Romance",88.0,Drama,Romance,,,,,,,2,2000,Good,Short
Interview with the Assassin,6.6,2002,R,Drama,Neil Burger,Raymond J. Barry,Drama,88.0,Drama,,,,,,,,1,2000,Average,Short
Crop Circles: Quest for Truth,7.0,2002,R,Documentary,William Gazecki,Karen Alexander,Documentary,115.0,Documentary,,,,,,,,1,2000,Average,Medium
The Singles Ward,6.4,2002,PG,Comedy,Kurt Hale,Kirby Heyborne,"Comedy, Drama, Romance",102.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Medium
Civil Brand,5.3,2002,R,Crime,Neema Barnette,Monica Calhoun,"Crime, Drama, Thriller",91.0,Crime,Drama,Thriller,,,,,,3,2000,Average,Medium
The Slaughter Rule,6.1,2002,R,Drama,Alex Smith,Ryan Gosling,"Drama, Sport",112.0,Drama,Sport,,,,,,,2,2000,Average,Medium
Bloody Sunday,7.7,2002,R,Drama,Paul Greengrass,James Nesbitt,"Drama, History, War",107.0,Drama,History,War,,,,,,3,2000,Good,Medium
Fabled,5.8,2002,R,Drama,Ari Kirschenbaum,R. Brandon Johnson,"Drama, Horror, Mystery, Thriller",84.0,Drama,Horror,Mystery,Thriller,,,,,4,2000,Average,Short
Better Luck Tomorrow,7.2,2002,R,Crime,Justin Lin,Parry Shen,"Crime, Drama, Romance",98.0,Crime,Drama,Romance,,,,,,3,2000,Good,Medium
The Business of Fancydancing,6.9,2002,R,Drama,Sherman Alexie,William Joseph Elk III,"Drama, Music",103.0,Drama,Music,,,,,,,2,2000,Average,Medium
Funny Ha Ha,6.4,2002,R,Comedy,Andrew Bujalski,Andrew Bujalski,"Comedy, Drama",85.0,Comedy,Drama,,,,,,,2,2000,Average,Short
Manito,7.0,2002,R,Drama,Eric Eason,Franky G,"Drama, Family",79.0,Drama,Family,,,,,,,2,2000,Average,Short
Terminator 3: Rise of the Machines,6.4,2003,R,Action,Jonathan Mostow,Nick Stahl,"Action, Sci-Fi",109.0,Action,Sci-Fi,,,,,,,2,2000,Average,Medium
The Matrix Revolutions,6.7,2003,R,Action,Lana Wachowski,Essie Davis,"Action, Sci-Fi",129.0,Action,Sci-Fi,,,,,,,2,2000,Average,Long
The Matrix Reloaded,7.2,2003,R,Action,Lana Wachowski,Steve Bastoni,"Action, Sci-Fi",138.0,Action,Sci-Fi,,,,,,,2,2000,Good,Long
The Last Samurai,7.7,2003,R,Action,Edward Zwick,Tom Cruise,"Action, Drama, History, War",150.5,Action,Drama,History,War,,,,,4,2000,Good,Long
Hulk,5.7,2003,PG-13,Action,Ang Lee,Kevin Rankin,"Action, Sci-Fi",138.0,Action,Sci-Fi,,,,,,,2,2000,Average,Long
Master and Commander: The Far Side of the World,7.4,2003,PG-13,Action,Peter Weir,James D'Arcy,"Action, Adventure, Drama, History, War",138.0,Action,Adventure,Drama,History,War,,,,5,2000,Good,Long
Bad Boys II,6.6,2003,R,Action,Michael Bay,Will Smith,"Action, Comedy, Crime, Thriller",147.0,Action,Comedy,Crime,Thriller,,,,,4,2000,Average,Long
Pirates of the Caribbean: The Curse of the Black Pearl,8.1,2003,PG-13,Action,Gore Verbinski,Johnny Depp,"Action, Adventure, Fantasy",143.0,Action,Adventure,Fantasy,,,,,,3,2000,Excellent,Long
X-Men 2,7.5,2003,PG-13,Action,Bryan Singer,Hugh Jackman,"Action, Adventure, Fantasy, Sci-Fi, Thriller",134.0,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,5,2000,Good,Long
Charlies Angels: Full Throttle,4.8,2003,PG-13,Action,McG,Demi Moore,"Action, Adventure, Comedy, Crime",107.0,Action,Adventure,Comedy,Crime,,,,,4,2000,Poor,Medium
The Cat in the Hat,3.8,2003,PG,Adventure,Bo Welch,Sean Hayes,"Adventure, Comedy, Family, Fantasy",82.0,Adventure,Comedy,Family,Fantasy,,,,,4,2000,Poor,Short
Finding Nemo,8.2,2003,G,Adventure,Andrew Stanton,Alexander Gould,"Adventure, Animation, Comedy, Family",100.0,Adventure,Animation,Comedy,Family,,,,,4,2000,Excellent,Medium
The Lord of the Rings: The Return of the King,8.9,2003,PG-13,Action,Peter Jackson,Orlando Bloom,"Action, Adventure, Drama, Fantasy",150.5,Action,Adventure,Drama,Fantasy,,,,,4,2000,Excellent,Long
The Haunted Mansion,4.9,2003,PG,Comedy,Rob Minkoff,Marsha Thomason,"Comedy, Family, Fantasy, Horror, Mystery",88.0,Comedy,Family,Fantasy,Horror,Mystery,,,,5,2000,Poor,Short
Lara Croft Tomb Raider: The Cradle of Life,5.5,2003,PG-13,Action,Jan de Bont,Gerard Butler,"Action, Adventure, Fantasy",117.0,Action,Adventure,Fantasy,,,,,,3,2000,Average,Medium
Seabiscuit,7.3,2003,PG-13,Drama,Gary Ross,Jeff Bridges,"Drama, History, Sport",140.0,Drama,History,Sport,,,,,,3,2000,Good,Long
The Rundown,6.7,2003,PG-13,Action,Peter Berg,Dwayne Johnson,"Action, Adventure, Comedy, Thriller",104.0,Action,Adventure,Comedy,Thriller,,,,,4,2000,Average,Medium
The Core,5.4,2003,PG-13,Action,Jon Amiel,Glenn Morshower,"Action, Adventure, Sci-Fi, Thriller",135.0,Action,Adventure,Sci-Fi,Thriller,,,,,4,2000,Average,Long
Bruce Almighty,6.7,2003,PG-13,Comedy,Tom Shadyac,Morgan Freeman,"Comedy, Drama",101.0,Comedy,Drama,,,,,,,2,2000,Average,Medium
Somethings Gotta Give,6.7,2003,PG-13,Comedy,Nancy Meyers,Keanu Reeves,"Comedy, Drama, Romance",128.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Long
Cold Mountain,7.2,2003,R,Adventure,Anthony Minghella,Philip Seymour Hoffman,"Adventure, Drama, History, Romance, War",150.5,Adventure,Drama,History,Romance,War,,,,5,2000,Good,Long
Looney Tunes: Back in Action,5.7,2003,PG,Adventure,Joe Dante,Brendan Fraser,"Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi",91.0,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi,,,6,2000,Average,Medium
Timeline,5.6,2003,PG-13,Action,Richard Donner,Paul Walker,"Action, Adventure, Sci-Fi",116.0,Action,Adventure,Sci-Fi,,,,,,3,2000,Average,Medium
2 Fast 2 Furious,5.9,2003,PG-13,Action,John Singleton,Paul Walker,"Action, Crime, Thriller",107.0,Action,Crime,Thriller,,,,,,3,2000,Average,Medium
The League of Extraordinary Gentlemen,5.8,2003,PG-13,Action,Stephen Norrington,Jason Flemyng,"Action, Adventure, Fantasy, Sci-Fi",110.0,Action,Adventure,Fantasy,Sci-Fi,,,,,4,2000,Average,Medium
Tears of the Sun,6.6,2003,R,Action,Antoine Fuqua,Bruce Willis,"Action, Drama, Thriller, War",142.0,Action,Drama,Thriller,War,,,,,4,2000,Average,Long
Hollywood Homicide,5.3,2003,PG-13,Action,Ron Shelton,Harrison Ford,"Action, Comedy, Crime, Thriller",116.0,Action,Comedy,Crime,Thriller,,,,,4,2000,Average,Medium
S.W.A.T.,6.0,2003,PG-13,Action,Clark Johnson,Jeremy Renner,"Action, Adventure, Crime, Thriller",117.0,Action,Adventure,Crime,Thriller,,,,,4,2000,Average,Medium
Big Fish,8.0,2003,PG-13,Adventure,Tim Burton,Steve Buscemi,"Adventure, Drama, Fantasy",125.0,Adventure,Drama,Fantasy,,,,,,3,2000,Good,Long
Dreamcatcher,5.5,2003,R,Drama,Lawrence Kasdan,Morgan Freeman,"Drama, Horror, Sci-Fi, Thriller",136.0,Drama,Horror,Sci-Fi,Thriller,,,,,4,2000,Average,Long
Mona Lisa Smile,6.4,2003,PG-13,Drama,Mike Newell,Julia Roberts,Drama,117.0,Drama,,,,,,,,1,2000,Average,Medium
Daddy Day Care,5.5,2003,PG,Comedy,Steve Carr,Anjelica Huston,"Comedy, Family",92.0,Comedy,Family,,,,,,,2,2000,Average,Medium
The Italian Job,7.0,2003,PG-13,Action,F. Gary Gray,Jason Statham,"Action, Crime, Thriller",111.0,Action,Crime,Thriller,,,,,,3,2000,Average,Medium
Kangaroo Jack,4.4,2003,PG,Action,David McNally,Estella Warren,"Action, Adventure, Comedy, Crime",89.0,Action,Adventure,Comedy,Crime,,,,,4,2000,Poor,Short
Paycheck,6.3,2003,PG-13,Action,John Woo,Ivana Milicevic,"Action, Mystery, Sci-Fi, Thriller",119.0,Action,Mystery,Sci-Fi,Thriller,,,,,4,2000,Average,Medium
Intolerable Cruelty,6.3,2003,PG-13,Comedy,Joel Coen,Cedric the Entertainer,"Comedy, Crime, Romance",100.0,Comedy,Crime,Romance,,,,,,3,2000,Average,Medium
Sinbad: Legend of the Seven Seas,6.7,2003,PG,Adventure,Patrick Gilmore,Brad Pitt,"Adventure, Animation, Comedy, Drama, Family, Fantasy, Romance",85.0,Adventure,Animation,Comedy,Drama,Family,Fantasy,Romance,,7,2000,Average,Short
Beyond Borders,6.5,2003,R,Adventure,Martin Campbell,Angelina Jolie Pitt,"Adventure, Drama, Romance, War",127.0,Adventure,Drama,Romance,War,,,,,4,2000,Average,Long
American Wedding,6.3,2003,R,Comedy,Jesse Dylan,Alyson Hannigan,"Comedy, Romance",74.0,Comedy,Romance,,,,,,,2,2000,Average,Short
Kill Bill: Vol. 1,8.1,2003,R,Action,Quentin Tarantino,David Carradine,Action,111.0,Action,,,,,,,,1,2000,Excellent,Medium
The Hunted,6.0,2003,R,Action,William Friedkin,Connie Nielsen,"Action, Crime, Drama, Thriller",94.0,Action,Crime,Drama,Thriller,,,,,4,2000,Average,Medium
Stuck on You,5.8,2003,PG-13,Comedy,Bobby Farrelly,Matt Damon,Comedy,118.0,Comedy,,,,,,,,1,2000,Average,Medium
Gods and Generals,6.3,2003,PG-13,Drama,Ron Maxwell,Billy Campbell,"Drama, History, War",150.5,Drama,History,War,,,,,,3,2000,Average,Long
Gigli,2.4,2003,R,Comedy,Martin Brest,Todd Giebenhain,"Comedy, Crime, Romance",121.0,Comedy,Crime,Romance,,,,,,3,2000,Poor,Long
Bulletproof Monk,5.5,2003,PG-13,Action,Paul Hunter,Jaime King,"Action, Comedy, Fantasy",104.0,Action,Comedy,Fantasy,,,,,,3,2000,Average,Medium
How to Lose a Guy in 10 Days,6.4,2003,PG-13,Comedy,Donald Petrie,Matthew McConaughey,"Comedy, Romance",116.0,Comedy,Romance,,,,,,,2,2000,Average,Medium
Shanghai Knights,6.2,2003,PG-13,Action,David Dobkin,Fann Wong,"Action, Adventure, Comedy",114.0,Action,Adventure,Comedy,,,,,,3,2000,Average,Medium
Out of Time,6.5,2003,R,Crime,Carl Franklin,Denzel Washington,"Crime, Drama, Romance, Thriller",114.0,Crime,Drama,Romance,Thriller,,,,,4,2000,Average,Medium
Basic,6.5,2003,R,Action,John McTiernan,Connie Nielsen,"Action, Crime, Drama, Mystery, Thriller",98.0,Action,Crime,Drama,Mystery,Thriller,,,,5,2000,Average,Medium
The Life of David Gale,7.5,2003,R,Crime,Alan Parker,Kevin Spacey,"Crime, Drama, Thriller",130.0,Crime,Drama,Thriller,,,,,,3,2000,Good,Long
Scary Movie 3,5.5,2003,PG-13,Comedy,David Zucker,Regina Hall,Comedy,84.0,Comedy,,,,,,,,1,2000,Average,Short
Love Actually,7.7,2003,R,Comedy,Richard Curtis,Colin Firth,"Comedy, Drama, Romance",129.0,Comedy,Drama,Romance,,,,,,3,2000,Good,Long
Johnny English,6.1,2003,PG,Action,Peter Howitt,Kevin McNally,"Action, Adventure, Comedy",87.0,Action,Adventure,Comedy,,,,,,3,2000,Average,Short
The Medallion,5.2,2003,PG-13,Action,Gordon Chan,Julian Sands,"Action, Comedy, Fantasy",108.0,Action,Comedy,Fantasy,,,,,,3,2000,Average,Medium
Spy Kids 3-D: Game Over,4.1,2003,PG,Action,Robert Rodriguez,Sylvester Stallone,"Action, Adventure, Comedy, Family, Sci-Fi",84.0,Action,Adventure,Comedy,Family,Sci-Fi,,,,5,2000,Poor,Short
Cheaper by the Dozen,5.8,2003,PG,Comedy,Shawn Levy,Tom Welling,"Comedy, Family",94.0,Comedy,Family,,,,,,,2,2000,Average,Medium
Gothika,5.8,2003,R,Horror,Mathieu Kassovitz,Robert Downey Jr.,"Horror, Mystery, Thriller",98.0,Horror,Mystery,Thriller,,,,,,3,2000,Average,Medium
Duplex,5.8,2003,PG-13,Comedy,Danny DeVito,Justin Theroux,Comedy,89.0,Comedy,,,,,,,,1,2000,Average,Short
A Man Apart,6.1,2003,R,Action,F. Gary Gray,Vin Diesel,"Action, Crime, Drama, Thriller",109.0,Action,Crime,Drama,Thriller,,,,,4,2000,Average,Medium
Head of State,5.4,2003,PG-13,Comedy,Chris Rock,Bernie Mac,Comedy,95.0,Comedy,,,,,,,,1,2000,Average,Medium
Radio,6.9,2003,PG,Biography,Michael Tollin,Alfre Woodard,"Biography, Drama, Sport",109.0,Biography,Drama,Sport,,,,,,3,2000,Average,Medium
The Order,5.1,2003,R,Action,Brian Helgeland,Heath Ledger,"Action, Mystery, Thriller",102.0,Action,Mystery,Thriller,,,,,,3,2000,Average,Medium
Elf,6.9,2003,PG,Comedy,Jon Favreau,Peter Dinklage,"Comedy, Family, Fantasy, Romance",97.0,Comedy,Family,Fantasy,Romance,,,,,4,2000,Average,Medium
Mystic River,8.0,2003,R,Crime,Clint Eastwood,John Doman,"Crime, Drama, Mystery, Thriller",138.0,Crime,Drama,Mystery,Thriller,,,,,4,2000,Good,Long
Secondhand Lions,7.6,2003,PG,Comedy,Tim McCanlies,Haley Joel Osment,"Comedy, Drama, Family",111.0,Comedy,Drama,Family,,,,,,3,2000,Good,Medium
Dumb and Dumberer: When Harry Met Lloyd,3.4,2003,PG-13,Comedy,Troy Miller,Elden Henson,Comedy,85.0,Comedy,,,,,,,,1,2000,Poor,Short
Alex  Emma,5.6,2003,PG-13,Comedy,Rob Reiner,David Paymer,"Comedy, Romance",96.0,Comedy,Romance,,,,,,,2,2000,Average,Medium
Once Upon a Time in Mexico,6.4,2003,R,Action,Robert Rodriguez,Johnny Depp,"Action, Crime, Thriller",102.0,Action,Crime,Thriller,,,,,,3,2000,Average,Medium
Identity,7.3,2003,R,Mystery,James Mangold,Clea DuVall,"Mystery, Thriller",91.0,Mystery,Thriller,,,,,,,2,2000,Good,Medium
The Statement,6.2,2003,R,Drama,Norman Jewison,Charlotte Rampling,"Drama, Thriller",120.0,Drama,Thriller,,,,,,,2,2000,Average,Medium
Freaky Friday,6.1,2003,PG,Comedy,Mark Waters,Jamie Lee Curtis,"Comedy, Family, Fantasy, Music, Romance",97.0,Comedy,Family,Fantasy,Music,Romance,,,,5,2000,Average,Medium
Open Range,7.5,2003,R,Drama,Kevin Costner,Robert Duvall,"Drama, Romance, Western",139.0,Drama,Romance,Western,,,,,,3,2000,Good,Long
Final Destination 2,6.2,2003,R,Horror,David R. Ellis,Sarah Carter,"Horror, Thriller",90.0,Horror,Thriller,,,,,,,2,2000,Average,Short
Freddy vs. Jason,5.8,2003,R,Action,Ronny Yu,Katharine Isabelle,"Action, Horror, Thriller",97.0,Action,Horror,Thriller,,,,,,3,2000,Average,Medium
"Legally Blonde 2: Red, White  Blonde",4.6,2003,PG-13,Comedy,Charles Herman-Wurmfeld,Mary Lynn Rajskub,Comedy,95.0,Comedy,,,,,,,,1,2000,Poor,Medium
Agent Cody Banks,5.0,2003,PG,Action,Harald Zwart,Daniel Roebuck,"Action, Adventure, Comedy, Crime, Family, Romance, Thriller",102.0,Action,Adventure,Comedy,Crime,Family,Romance,Thriller,,7,2000,Poor,Medium
Rugrats Go Wild,5.6,2003,PG,Adventure,John Eng,Elizabeth Daily,"Adventure, Animation, Comedy, Family, Fantasy, Musical",80.0,Adventure,Animation,Comedy,Family,Fantasy,Musical,,,6,2000,Average,Short
What a Girl Wants,5.8,2003,PG,Comedy,Dennie Gordon,Colin Firth,"Comedy, Drama, Family, Romance",105.0,Comedy,Drama,Family,Romance,,,,,4,2000,Average,Medium
Jeepers Creepers II,5.6,2003,R,Horror,Victor Salva,Nicki Aycox,Horror,104.0,Horror,,,,,,,,1,2000,Average,Medium
Cradle 2 the Grave,5.8,2003,R,Action,Andrzej Bartkowiak,Jet Li,"Action, Crime, Drama, Thriller",101.0,Action,Crime,Drama,Thriller,,,,,4,2000,Average,Medium
Old School,7.2,2003,R,Comedy,Todd Phillips,Will Ferrell,Comedy,88.0,Comedy,,,,,,,,1,2000,Good,Short
Underworld,7.0,2003,R,Action,Len Wiseman,Sophia Myles,"Action, Fantasy, Thriller",133.0,Action,Fantasy,Thriller,,,,,,3,2000,Average,Long
Bringing Down the House,5.5,2003,PG-13,Comedy,Adam Shankman,Angus T. Jones,Comedy,105.0,Comedy,,,,,,,,1,2000,Average,Medium
School of Rock,7.1,2003,PG-13,Comedy,Richard Linklater,Miranda Cosgrove,"Comedy, Music",108.0,Comedy,Music,,,,,,,2,2000,Good,Medium
Holes,7.1,2003,PG,Adventure,Andrew Davis,Tim Blake Nelson,"Adventure, Comedy, Drama, Family, Mystery",117.0,Adventure,Comedy,Drama,Family,Mystery,,,,5,2000,Good,Medium
The Jungle Book 2,5.4,2003,G,Adventure,Steve Trenbirth,Haley Joel Osment,"Adventure, Animation, Family, Musical",72.0,Adventure,Animation,Family,Musical,,,,,4,2000,Average,Short
21 Grams,7.7,2003,R,Drama,Alejandro G. Iñárritu,Naomi Watts,Drama,124.0,Drama,,,,,,,,1,2000,Good,Long
A Guy Thing,5.6,2003,PG-13,Comedy,Chris Koch,Thomas Lennon,"Comedy, Romance",101.0,Comedy,Romance,,,,,,,2,2000,Average,Medium
Willard,6.2,2003,PG-13,Drama,Glen Morgan,Laura Harring,"Drama, Horror, Sci-Fi, Thriller",100.0,Drama,Horror,Sci-Fi,Thriller,,,,,4,2000,Average,Medium
Bon voyage,6.9,2003,PG-13,Comedy,Jean-Paul Rappeneau,Isabelle Adjani,"Comedy, Drama, Mystery, Romance, Thriller, War",114.0,Comedy,Drama,Mystery,Romance,Thriller,War,,,6,2000,Average,Medium
Marci X,2.8,2003,R,Comedy,Richard Benjamin,Damon Wayans,"Comedy, Music",80.0,Comedy,Music,,,,,,,2,2000,Poor,Short
Just Married,5.4,2003,PG-13,Comedy,Shawn Levy,Taran Killam,"Comedy, Romance",95.0,Comedy,Romance,,,,,,,2,2000,Average,Medium
Bad Santa,7.1,2003,R,Comedy,Terry Zwigoff,Bernie Mac,"Comedy, Crime, Drama",98.0,Comedy,Crime,Drama,,,,,,3,2000,Good,Medium
Under the Tuscan Sun,6.7,2003,PG-13,Comedy,Audrey Wells,Raoul Bova,"Comedy, Drama, Romance",113.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Medium
Honey,5.3,2003,PG-13,Drama,Bille Woodruff,Christian Monzon,"Drama, Music, Romance",94.0,Drama,Music,Romance,,,,,,3,2000,Average,Medium
Anything Else,6.4,2003,R,Comedy,Woody Allen,Woody Allen,"Comedy, Romance",108.0,Comedy,Romance,,,,,,,2,2000,Average,Medium
Good Boy!,5.1,2003,PG,Comedy,John Hoffman,Liam Aiken,"Comedy, Drama, Family, Fantasy, Sci-Fi",87.0,Comedy,Drama,Family,Fantasy,Sci-Fi,,,,5,2000,Average,Short
Dickie Roberts: Former Child Star,5.6,2003,PG-13,Comedy,Sam Weisman,Kevin Grevioux,Comedy,98.0,Comedy,,,,,,,,1,2000,Average,Medium
Veronica Guerin,6.9,2003,R,Biography,Joel Schumacher,Brenda Fricker,"Biography, Crime, Drama, Thriller",98.0,Biography,Crime,Drama,Thriller,,,,,4,2000,Average,Medium
House of Sand and Fog,7.6,2003,R,Drama,Vadim Perelman,Frances Fisher,Drama,126.0,Drama,,,,,,,,1,2000,Good,Long
How to Deal,5.7,2003,PG-13,Comedy,Clare Kilner,Dylan Baker,"Comedy, Drama, Romance",101.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Medium
The Lizzie McGuire Movie,5.3,2003,PG,Adventure,Jim Fall,Clayton Snyder,"Adventure, Comedy, Family, Music, Romance",94.0,Adventure,Comedy,Family,Music,Romance,,,,5,2000,Average,Medium
Malibus Most Wanted,5.1,2003,PG-13,Comedy,John Whitesell,Greg Grunberg,"Comedy, Crime",86.0,Comedy,Crime,,,,,,,2,2000,Average,Short
Confidence,6.7,2003,R,Crime,James Foley,Louis Lombardi,"Crime, Thriller",97.0,Crime,Thriller,,,,,,,2,2000,Average,Medium
The Return,8.0,2003,UNRATED,Drama,Andrey Zvyagintsev,Konstantin Lavronenko,"Drama, Mystery, Thriller",99.0,Drama,Mystery,Thriller,,,,,,3,2000,Good,Medium
My Bosss Daughter,4.6,2003,PG-13,Comedy,David Zucker,Carmen Electra,"Comedy, Romance",90.0,Comedy,Romance,,,,,,,2,2000,Poor,Short
Girl with a Pearl Earring,7.0,2003,PG-13,Biography,Peter Webber,Scarlett Johansson,"Biography, Drama, Romance",100.0,Biography,Drama,Romance,,,,,,3,2000,Average,Medium
From Justin to Kelly,2.1,2003,PG,Comedy,Robert Iscove,Anika Noni Rose,"Comedy, Musical, Romance",90.0,Comedy,Musical,Romance,,,,,,3,2000,Poor,Short
In the Cut,5.3,2003,R,Mystery,Jane Campion,Jennifer Jason Leigh,"Mystery, Thriller",113.0,Mystery,Thriller,,,,,,,2,2000,Average,Medium
The Visual Bible: The Gospel of John,7.7,2003,PG-13,Biography,Philip Saville,Henry Ian Cusick,"Biography, Drama, History",125.0,Biography,Drama,History,,,,,,3,2000,Good,Long
Wrong Turn,6.1,2003,R,Horror,Rob Schmidt,Kevin Zegers,"Horror, Thriller",84.0,Horror,Thriller,,,,,,,2,2000,Average,Short
Owning Mahowny,7.2,2003,R,Crime,Richard Kwietniowski,Philip Seymour Hoffman,"Crime, Drama, Thriller",104.0,Crime,Drama,Thriller,,,,,,3,2000,Good,Medium
The Brown Bunny,5.0,2003,NOT RATED,Drama,Vincent Gallo,Vincent Gallo,Drama,93.0,Drama,,,,,,,,1,2000,Poor,Medium
Chasing Papi,4.8,2003,PG,Comedy,Linda Mendoza,Carlos Ponce,"Comedy, Romance",76.0,Comedy,Romance,,,,,,,2,2000,Poor,Short
Silmido,7.2,2003,R,Action,Woo-Suk Kang,Yu-mi Jeong,"Action, Drama",135.0,Action,Drama,,,,,,,2,2000,Good,Long
The Singing Detective,5.6,2003,R,Comedy,Keith Gordon,Robert Downey Jr.,"Comedy, Crime, Musical, Mystery",109.0,Comedy,Crime,Musical,Mystery,,,,,4,2000,Average,Medium
Swimming Pool,6.8,2003,R,Crime,François Ozon,Charlotte Rampling,"Crime, Drama, Mystery, Thriller",102.0,Crime,Drama,Mystery,Thriller,,,,,4,2000,Average,Medium
Masked and Anonymous,5.5,2003,PG-13,Comedy,Larry Charles,Jeff Bridges,"Comedy, Drama, Music",112.0,Comedy,Drama,Music,,,,,,3,2000,Average,Medium
Code 46,6.3,2003,R,Drama,Michael Winterbottom,Samantha Morton,"Drama, Romance, Sci-Fi, Thriller",93.0,Drama,Romance,Sci-Fi,Thriller,,,,,4,2000,Average,Medium
Darkness Falls,4.9,2003,PG-13,Horror,Jonathan Liebesman,Sullivan Stapleton,"Horror, Mystery, Thriller",96.0,Horror,Mystery,Thriller,,,,,,3,2000,Poor,Medium
House of 1000 Corpses,6.0,2003,R,Horror,Rob Zombie,Sid Haig,Horror,105.0,Horror,,,,,,,,1,2000,Average,Medium
Shade,6.4,2003,R,Crime,Damian Nieman,Glenn Plummer,"Crime, Thriller",101.0,Crime,Thriller,,,,,,,2,2000,Average,Medium
"Remember Me, My Love",6.5,2003,R,Comedy,Gabriele Muccino,Laura Morante,"Comedy, Drama, Romance",125.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Long
Good Bye Lenin!,7.7,2003,R,Drama,Wolfgang Becker,Florian Lukas,"Drama, Romance",121.0,Drama,Romance,,,,,,,2,2000,Good,Long
A Mighty Wind,7.3,2003,PG-13,Comedy,Christopher Guest,Michael McKean,"Comedy, Music",91.0,Comedy,Music,,,,,,,2,2000,Good,Medium
Shattered Glass,7.2,2003,PG-13,Drama,Billy Ray,Hayden Christensen,"Drama, History",99.0,Drama,History,,,,,,,2,2000,Good,Medium
The Flower of Evil,6.6,2003,R,Drama,Claude Chabrol,Benoît Magimel,Drama,104.0,Drama,,,,,,,,1,2000,Average,Medium
11:14,7.2,2003,R,Comedy,Greg Marcks,Henry Thomas,"Comedy, Crime, Drama",85.0,Comedy,Crime,Drama,,,,,,3,2000,Good,Short
Mambo Italiano,6.7,2003,R,Comedy,Émile Gaudreault,Paul Sorvino,"Comedy, Drama",92.0,Comedy,Drama,,,,,,,2,2000,Average,Medium
Wonderland,6.6,2003,R,Crime,James Cox,Alexis Dziena,"Crime, Drama, Mystery, Thriller",104.0,Crime,Drama,Mystery,Thriller,,,,,4,2000,Average,Medium
Monster,7.3,2003,R,Biography,Patty Jenkins,Charlize Theron,"Biography, Crime, Drama, Thriller",109.0,Biography,Crime,Drama,Thriller,,,,,4,2000,Good,Medium
The Barbarian Invasions,7.7,2003,R,Comedy,Denys Arcand,Marie-Josée Croze,"Comedy, Crime, Drama, Mystery, Romance",112.0,Comedy,Crime,Drama,Mystery,Romance,,,,5,2000,Good,Medium
Party Monster,6.3,2003,R,Biography,Fenton Bailey,Macaulay Culkin,"Biography, Crime, Drama, Thriller",98.0,Biography,Crime,Drama,Thriller,,,,,4,2000,Average,Medium
Lost in Translation,7.8,2003,R,Drama,Sofia Coppola,Scarlett Johansson,Drama,101.0,Drama,,,,,,,,1,2000,Good,Medium
The Cooler,7.0,2003,R,Crime,Wayne Kramer,Estella Warren,"Crime, Drama, Fantasy, Romance",101.0,Crime,Drama,Fantasy,Romance,,,,,4,2000,Average,Medium
The Real Cancun,2.7,2003,R,Documentary,Rick de Oliveira,Laura Ramsey,Documentary,96.0,Documentary,,,,,,,,1,2000,Poor,Medium
Nothing,6.3,2003,R,Comedy,Vincenzo Natali,David Hewlett,"Comedy, Fantasy",90.0,Comedy,Fantasy,,,,,,,2,2000,Average,Short
DysFunktional Family,6.6,2003,R,Comedy,George Gallo,Eddie Griffin,"Comedy, Documentary",89.0,Comedy,Documentary,,,,,,,2,2000,Average,Short
Oldboy,8.4,2003,R,Drama,Chan-wook Park,Min-sik Choi,"Drama, Mystery, Thriller",120.0,Drama,Mystery,Thriller,,,,,,3,2000,Excellent,Medium
High Tension,6.8,2003,UNRATED,Horror,Alexandre Aja,Cécile De France,Horror,89.0,Horror,,,,,,,,1,2000,Average,Short
Sur le seuil,6.6,2003,R,Action,Éric Tessier,Patrick Huard,"Action, Drama, Horror, Thriller",99.0,Action,Drama,Horror,Thriller,,,,,4,2000,Average,Medium
My Life Without Me,7.6,2003,R,Drama,Isabel Coixet,Sarah Polley,"Drama, Romance",106.0,Drama,Romance,,,,,,,2,2000,Good,Medium
The Triplets of Belleville,7.8,2003,PG-13,Animation,Sylvain Chomet,Michel Robin,"Animation, Comedy, Drama",80.0,Animation,Comedy,Drama,,,,,,3,2000,Good,Short
American Splendor,7.5,2003,R,Biography,Shari Springer Berman,Josh Hutcherson,"Biography, Comedy, Drama",101.0,Biography,Comedy,Drama,,,,,,3,2000,Good,Medium
Thirteen,6.8,2003,R,Drama,Catherine Hardwicke,Holly Hunter,Drama,100.0,Drama,,,,,,,,1,2000,Average,Medium
